OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
1112,North,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,296,,Final,37967053.75,29849.9900229057
1113,North,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,324,,Final,37967053.75,29849.9900229057
1114,North,2012,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,130.85787452,,Final,37967053.75,29849.9900229057
1115,North,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,511,,Final,37967053.75,29849.9900229057
1116,North,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.46564885,,Final,37967053.75,29849.9900229057
1117,North,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,332,,Final,37967053.75,29849.9900229057
1118,North,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.90346275,,Preliminary,37967053.75,29849.9900229057
1119,North,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,2404,,Final,37967053.75,29849.9900229057
1120,North,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,14.11332634,,Preliminary,37967053.75,29849.9900229057
1121,North,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,18.9047436,,Final,37967053.75,29849.9900229057
1122,North,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,304,,Final,37967053.75,29849.9900229057
1123,North,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,14.43349754,,Final,37967053.75,29849.9900229057
1124,North,2012,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,328,,Final,37967053.75,29849.9900229057
1125,North,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.47181684,,Preliminary,37967053.75,29849.9900229057
1126,North,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.36116087,,Final,37967053.75,29849.9900229057
1127,North,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.78315412,,Final,37967053.75,29849.9900229057
1128,North,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,311,,Final,37967053.75,29849.9900229057
1129,North,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,91.16517286,,Final,37967053.75,29849.9900229057
1130,North,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,16.99051062,,Final,37967053.75,29849.9900229057
1131,North,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.74471299,,Final,37967053.75,29849.9900229057
1132,North,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.43760399,,Final,37967053.75,29849.9900229057
1133,North,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,191,,Final,37967053.75,29849.9900229057
1134,North,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.53776435,,Final,37967053.75,29849.9900229057
1135,North,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,65.54564173,,Final,37967053.75,29849.9900229057
1136,North,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,245,,Final,37967053.75,29849.9900229057
1137,North,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,17.13985279,,Final,37967053.75,29849.9900229057
1138,North,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.12336051,,Final,37967053.75,29849.9900229057
1139,North,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,288,,Final,37967053.75,29849.9900229057
1140,North,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.4595163,,Final,37967053.75,29849.9900229057
1141,North,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.0514198,,Final,37967053.75,29849.9900229057
1142,North,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.44979341,,Preliminary,37967053.75,29849.9900229057
1143,North,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,379,,Final,37967053.75,29849.9900229057
1144,North,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,261,,Final,37967053.75,29849.9900229057
1145,North,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,138.28425096,,Final,37967053.75,29849.9900229057
1146,North,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,299,,Final,37967053.75,29849.9900229057
1147,North,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,265,,Preliminary,37967053.75,29849.9900229057
1148,North,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,293,,Final,37967053.75,29849.9900229057
1149,North,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,1906,,Preliminary,37967053.75,29849.9900229057
1150,North,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.64663353,,Final,37967053.75,29849.9900229057
1151,North,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,326,,Final,37967053.75,29849.9900229057
1152,North,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,273,,Final,37967053.75,29849.9900229057
1153,North,2018,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,62.74007682,,Final,37967053.75,29849.9900229057
1154,North,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,16.88238604,,Preliminary,37967053.75,29849.9900229057
1155,North,2021,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,256,,Final,37967053.75,29849.9900229057
1156,North,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,17.47114376,,Preliminary,37967053.75,29849.9900229057
1157,North,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.01400813,,Final,37967053.75,29849.9900229057
1158,North,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,333,,Preliminary,37967053.75,29849.9900229057
1159,North,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,540,,Final,37967053.75,29849.9900229057
1160,North,2019,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,59.92317542,,Final,37967053.75,29849.9900229057
1161,North,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,69.91037132,,Final,37967053.75,29849.9900229057
1162,North,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,300,,Preliminary,37967053.75,29849.9900229057
1163,North,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,263,,Final,37967053.75,29849.9900229057
1164,North,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.85714286,,Final,37967053.75,29849.9900229057
1165,North,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,65.04481434,,Final,37967053.75,29849.9900229057
1166,North,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,1777,,Preliminary,37967053.75,29849.9900229057
1167,North,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,288,,Final,37967053.75,29849.9900229057
1168,North,2019,Planning district,Female,All races/ethnicities,15-19,count_teen_births,234,,Final,37967053.75,29849.9900229057
1169,North,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,240,,Final,37967053.75,29849.9900229057
1170,North,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,254,,Final,37967053.75,29849.9900229057
1171,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,7.60483298,,Final,42853062.2109375,35525.3353117845
1172,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,6.53846154,,Final,42853062.2109375,35525.3353117845
1173,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,1379,,Final,42853062.2109375,35525.3353117845
1174,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,9.52743902,,Final,42853062.2109375,35525.3353117845
1175,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,1322,,Final,42853062.2109375,35525.3353117845
1176,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.61538462,,Final,42853062.2109375,35525.3353117845
1177,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,85,,Final,42853062.2109375,35525.3353117845
1178,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,107,,Final,42853062.2109375,35525.3353117845
1179,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.9917123,,Final,42853062.2109375,35525.3353117845
1180,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.68902439,,Final,42853062.2109375,35525.3353117845
1181,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.70353072,,Final,42853062.2109375,35525.3353117845
1182,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.91848436,,Final,42853062.2109375,35525.3353117845
1183,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,114,,Final,42853062.2109375,35525.3353117845
1184,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.80917411,,Final,42853062.2109375,35525.3353117845
1185,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.58101048,,Final,42853062.2109375,35525.3353117845
1186,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,count_births,1300,,Final,42853062.2109375,35525.3353117845
1187,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,1289,,Final,42853062.2109375,35525.3353117845
1188,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,112,,Final,42853062.2109375,35525.3353117845
1189,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,103,,Final,42853062.2109375,35525.3353117845
1190,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,1393,,Final,42853062.2109375,35525.3353117845
1191,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,125,,Final,42853062.2109375,35525.3353117845
1192,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.981775,,Final,42853062.2109375,35525.3353117845
1193,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,135,,Final,42853062.2109375,35525.3353117845
1194,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.55414013,,Final,42853062.2109375,35525.3353117845
1195,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.84265286,,Final,42853062.2109375,35525.3353117845
1196,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.47497292,,Final,42853062.2109375,35525.3353117845
1197,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,126,,Final,42853062.2109375,35525.3353117845
1198,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.95522388,,Final,42853062.2109375,35525.3353117845
1199,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,1356,,Final,42853062.2109375,35525.3353117845
1200,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,1408,,Final,42853062.2109375,35525.3353117845
1201,North Delaware,2022,Planning district,Female,All races/ethnicities,15-19,count_teen_births,73,,Preliminary,42853062.2109375,35525.3353117845
1202,North Delaware,2022,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,35.16377649,,Preliminary,42853062.2109375,35525.3353117845
1203,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,7.28945506,,Final,42853062.2109375,35525.3353117845
1204,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,1407,,Final,42853062.2109375,35525.3353117845
1205,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,160,,Final,42853062.2109375,35525.3353117845
1206,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.36363636,,Final,42853062.2109375,35525.3353117845
1207,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,155,,Final,42853062.2109375,35525.3353117845
1208,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.43067847,,Final,42853062.2109375,35525.3353117845
1209,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,122,,Final,42853062.2109375,35525.3353117845
1210,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.66477273,,Final,42853062.2109375,35525.3353117845
1211,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,226,,Final,42853062.2109375,35525.3353117845
1212,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,count_births,1312,,Final,42853062.2109375,35525.3353117845
1213,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.03773191,,Final,42853062.2109375,35525.3353117845
1214,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.20957215,,Final,42853062.2109375,35525.3353117845
1215,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,1373,,Preliminary,42853062.2109375,35525.3353117845
1216,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.0663596,,Preliminary,42853062.2109375,35525.3353117845
1217,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,124,,Final,42853062.2109375,35525.3353117845
1218,North Delaware,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.53846154,,Final,42853062.2109375,35525.3353117845
1219,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,140,,Preliminary,42853062.2109375,35525.3353117845
1220,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.19664967,,Preliminary,42853062.2109375,35525.3353117845
1221,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,170,,Final,42853062.2109375,35525.3353117845
1222,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.20387653,,Final,42853062.2109375,35525.3353117845
1223,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,120,,Final,42853062.2109375,35525.3353117845
1224,North Delaware,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.14634146,,Final,42853062.2109375,35525.3353117845
1225,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,16.38868745,,Final,42853062.2109375,35525.3353117845
1226,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,127,,Final,42853062.2109375,35525.3353117845
1227,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,1413,,Final,42853062.2109375,35525.3353117845
1228,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.04139877,,Final,42853062.2109375,35525.3353117845
1229,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,count_births,1363,,Final,42853062.2109375,35525.3353117845
1230,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.9711931,,Final,42853062.2109375,35525.3353117845
1231,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,116,,Final,42853062.2109375,35525.3353117845
1232,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.9992242,,Final,42853062.2109375,35525.3353117845
1233,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,1377,,Preliminary,42853062.2109375,35525.3353117845
1234,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.10442619,,Preliminary,42853062.2109375,35525.3353117845
1235,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,152,,Final,42853062.2109375,35525.3353117845
1236,North Delaware,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.75725407,,Final,42853062.2109375,35525.3353117845
1237,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,131,,Preliminary,42853062.2109375,35525.3353117845
1238,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.513435,,Preliminary,42853062.2109375,35525.3353117845
1239,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,143,,Final,42853062.2109375,35525.3353117845
1240,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.54572271,,Final,42853062.2109375,35525.3353117845
1241,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,155,,Final,42853062.2109375,35525.3353117845
1242,North Delaware,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.01634684,,Final,42853062.2109375,35525.3353117845
1243,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,137,,Final,42853062.2109375,35525.3353117845
1244,North Delaware,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.10324484,,Final,42853062.2109375,35525.3353117845
1245,North Delaware,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,109,,Final,42853062.2109375,35525.3353117845
1246,North Delaware,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,57.45914602,,Final,42853062.2109375,35525.3353117845
1247,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,15.58630736,,Preliminary,42853062.2109375,35525.3353117845
1248,North Delaware,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,109,,Final,42853062.2109375,35525.3353117845
1249,North Delaware,2012,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,57.45914602,,Final,42853062.2109375,35525.3353117845
1250,North Delaware,2023,Planning district,Female,All races/ethnicities,15-19,count_teen_births,75,,Preliminary,42853062.2109375,35525.3353117845
1251,North Delaware,2015,Planning district,Female,All races/ethnicities,15-19,count_teen_births,79,,Final,42853062.2109375,35525.3353117845
1252,North Delaware,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,41.64470216,,Final,42853062.2109375,35525.3353117845
1253,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,122,,Final,42853062.2109375,35525.3353117845
1254,North Delaware,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.66477273,,Final,42853062.2109375,35525.3353117845
1255,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,226,,Final,42853062.2109375,35525.3353117845
1256,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,17.09531014,,Final,42853062.2109375,35525.3353117845
1257,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,131,,Final,42853062.2109375,35525.3353117845
1258,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.90922844,,Final,42853062.2109375,35525.3353117845
1259,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,214,,Preliminary,42853062.2109375,35525.3353117845
1260,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,212,,Final,42853062.2109375,35525.3353117845
1261,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,15.55392517,,Final,42853062.2109375,35525.3353117845
1262,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,123,,Final,42853062.2109375,35525.3353117845
1263,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.0242113,,Final,42853062.2109375,35525.3353117845
1264,North Delaware,2023,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,36.12716763,,Preliminary,42853062.2109375,35525.3353117845
1265,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,124,,Final,42853062.2109375,35525.3353117845
1266,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.90165111,,Final,42853062.2109375,35525.3353117845
1267,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,160,,Final,42853062.2109375,35525.3353117845
1268,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.41272304,,Final,42853062.2109375,35525.3353117845
1269,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,125,,Final,42853062.2109375,35525.3353117845
1270,North Delaware,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.97343862,,Final,42853062.2109375,35525.3353117845
1271,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,129,,Final,42853062.2109375,35525.3353117845
1272,North Delaware,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.35460479,,Final,42853062.2109375,35525.3353117845
1273,North Delaware,2019,Planning district,Female,All races/ethnicities,15-19,count_teen_births,83,,Final,42853062.2109375,35525.3353117845
1274,North Delaware,2019,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,43.75329468,,Final,42853062.2109375,35525.3353117845
1275,North Delaware,2021,Planning district,Female,All races/ethnicities,15-19,count_teen_births,67,,Final,42853062.2109375,35525.3353117845
1276,North Delaware,2021,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,32.27360308,,Final,42853062.2109375,35525.3353117845
1277,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,227,,Preliminary,42853062.2109375,35525.3353117845
1278,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,16.48511256,,Preliminary,42853062.2109375,35525.3353117845
1279,North Delaware,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,122,,Final,42853062.2109375,35525.3353117845
1280,North Delaware,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,64.31207169,,Final,42853062.2109375,35525.3353117845
1281,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,138,,Preliminary,42853062.2109375,35525.3353117845
1282,North Delaware,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.02178649,,Preliminary,42853062.2109375,35525.3353117845
1283,North Delaware,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,46.91618345,,Final,42853062.2109375,35525.3353117845
1284,North Delaware,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,35.31892462,,Final,42853062.2109375,35525.3353117845
1285,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,126,,Final,42853062.2109375,35525.3353117845
1286,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,143,,Preliminary,42853062.2109375,35525.3353117845
1287,North Delaware,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,67,,Final,42853062.2109375,35525.3353117845
1288,North Delaware,2018,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,42.17185029,,Final,42853062.2109375,35525.3353117845
1289,North Delaware,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,86,,Final,42853062.2109375,35525.3353117845
1290,North Delaware,2014,Planning district,Female,All races/ethnicities,15-19,count_teen_births,102,,Final,42853062.2109375,35525.3353117845
1291,North Delaware,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.41514931,,Preliminary,42853062.2109375,35525.3353117845
1292,North Delaware,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,80,,Final,42853062.2109375,35525.3353117845
1293,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.5377843,,Final,42853062.2109375,35525.3353117845
1294,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,149,,Final,42853062.2109375,35525.3353117845
1295,North Delaware,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,89,,Final,42853062.2109375,35525.3353117845
1296,North Delaware,2014,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,53.76910912,,Final,42853062.2109375,35525.3353117845
1297,North Delaware,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.77501939,,Final,42853062.2109375,35525.3353117845
1298,North Delaware,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.27080182,,Final,42853062.2109375,35525.3353117845
1299,North Delaware,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,41.42581888,,Final,42853062.2109375,35525.3353117845
1300,North Delaware,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,130,,Final,42853062.2109375,35525.3353117845
1301,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,111,,Preliminary,33389466.3710938,26635.5241132032
1302,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.96837945,,Preliminary,33389466.3710938,26635.5241132032
1303,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,104,,Preliminary,33389466.3710938,26635.5241132032
1304,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.27667984,,Preliminary,33389466.3710938,26635.5241132032
1305,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,110,,Preliminary,33389466.3710938,26635.5241132032
1306,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.86956522,,Preliminary,33389466.3710938,26635.5241132032
1307,River Wards,2022,Planning district,Female,All races/ethnicities,15-19,count_teen_births,37,,Preliminary,33389466.3710938,26635.5241132032
1308,River Wards,2022,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,36.06237817,,Preliminary,33389466.3710938,26635.5241132032
1309,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,1075,,Final,33389466.3710938,26635.5241132032
1310,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,15.69595117,,Final,33389466.3710938,26635.5241132032
1311,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,131,,Final,33389466.3710938,26635.5241132032
1312,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.18604651,,Final,33389466.3710938,26635.5241132032
1313,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,1026,,Final,33389466.3710938,26635.5241132032
